time lambda_sum beta_sun ra dec x_sun y_sun z_sun x_gc y_gc z_gc dist v_gsr
-7.2541 279.619 -3.07227 208.776 6.42184 4.28271 -25.269 -1.37559 -2.5619 -3.44 23.138 25.6662 6.33149 
-7.2528 278.735 -2.98937 207.967 6.79718 3.89376 -25.3435 -1.33901 -2.2085 -3.5378 23.292 25.6758 8.88648 
-7.2508 277.412 -2.86404 206.754 7.35595 3.3108 -25.4512 -1.28401 -1.6778 -3.6837 23.519 25.6977 12.7033 
-7.2489 276.095 -2.73658 205.543 7.90769 2.72878 -25.5529 -1.22834 -1.1465 -3.8289 23.74 25.7275 16.5023 
-7.2469 274.788 -2.60731 204.336 8.45147 2.14822 -25.6478 -1.17203 -0.61488 -3.9731 23.954 25.7642 20.2639 
-7.2449 273.489 -2.47677 203.133 8.98751 1.56904 -25.7367 -1.1153 -0.083084 -4.1163 24.162 25.8086 23.9741 
-7.243 272.198 -2.34527 201.934 9.5157 0.991184 -25.8207 -1.05828 0.44868 -4.2586 24.365 25.8614 27.6568 
-7.241 270.919 -2.21228 200.741 10.0343 0.415313 -25.898 -1.00059 0.98023 -4.3999 24.561 25.9206 31.2752 
-7.239 269.65 -2.07834 199.553 10.5436 -0.158649 -25.9695 -0.942446 1.5114 -4.5402 24.751 25.9871 34.8362 
-7.237 268.393 -1.94356 198.371 11.043 -0.730519 -26.0353 -0.883841 2.042 -4.6795 24.935 26.0605 38.3316 
-7.2351 267.147 -1.80846 197.196 11.5326 -1.30031 -26.0963 -0.824991 2.5718 -4.8178 25.114 26.1417 41.7609 
-7.2331 265.915 -1.67251 196.029 12.0112 -1.86745 -26.1508 -0.765523 3.1007 -4.955 25.286 26.2286 45.113 
-7.2311 264.696 -1.53713 194.869 12.4802 -2.43253 -26.2015 -0.706127 3.6286 -5.0911 25.454 26.3237 48.3905 
-7.2292 263.49 -1.4011 193.718 12.9377 -2.99477 -26.2457 -0.6461 4.1554 -5.2261 25.615 26.4239 51.5852 
-7.2272 262.299 -1.26536 192.575 13.3841 -3.55424 -26.2853 -0.585881 4.6807 -5.36 25.771 26.531 54.6932 
-7.2252 261.123 -1.13004 191.442 13.8196 -4.11105 -26.3203 -0.525476 5.2046 -5.4928 25.922 26.6446 57.7147 
-7.2232 259.961 -0.994772 190.319 14.2434 -4.66486 -26.3498 -0.464647 5.727 -5.6245 26.067 26.7636 60.6461 
-7.2213 258.814 -0.860061 189.205 14.6558 -5.21561 -26.3749 -0.403607 6.2476 -5.7551 26.207 26.8886 63.4846 
-7.2193 257.683 -0.726206 188.103 15.0569 -5.76329 -26.3954 -0.342454 6.7664 -5.8845 26.342 27.0194 66.2292 
-7.2173 256.568 -0.593066 187.011 15.4464 -6.30783 -26.4115 -0.281083 7.2833 -6.0128 26.472 27.1557 68.8788 
-7.2154 255.468 -0.460688 185.93 15.8243 -6.84903 -26.4232 -0.219482 7.7981 -6.14 26.597 27.2973 71.4308 
-7.2134 254.385 -0.329342 184.861 16.1908 -7.38687 -26.4304 -0.157748 8.3108 -6.266 26.717 27.4437 73.8874 
-7.2108 252.966 -0.155668 183.453 16.6616 -8.0987 -26.433 -0.0751117 8.9911 -6.4322 26.869 27.646 77.0126 
-7.2081 251.575 0.015865 182.067 17.1124 -8.80434 -26.4287 0.0077134 9.6672 -6.5964 27.013 27.8567 79.9656 
-7.2055 250.214 0.185168 180.702 17.5434 -9.5037 -26.4176 0.0907332 10.339 -6.7586 27.149 28.0752 82.7482 
-7.2029 248.882 0.352228 179.361 17.9545 -10.1963 -26.3997 0.17398 11.006 -6.9188 27.277 28.3009 85.3589 
-7.2002 247.578 0.516201 178.041 18.3475 -10.8831 -26.3759 0.257072 11.669 -7.0769 27.398 28.5341 87.8076 
-7.1976 246.303 0.677859 176.744 18.7214 -11.563 -26.3453 0.340403 12.327 -7.233 27.511 28.7732 90.0908 
-7.195 245.055 0.837048 175.469 19.0777 -12.2369 -26.3078 0.423911 12.981 -7.3871 27.616 29.0176 92.2246 
-7.1924 243.837 0.993047 174.219 19.4158 -12.9033 -26.2658 0.507255 13.629 -7.5392 27.715 29.2685 94.1903 
-7.1897 242.646 1.14671 172.991 19.7365 -13.5628 -26.2172 0.590839 14.272 -7.6893 27.806 29.5235 96.0075 
-7.1871 241.483 1.29726 171.787 20.0409 -14.2158 -26.1637 0.674293 14.91 -7.8375 27.891 29.7839 97.6788 
-7.1845 240.346 1.44503 170.605 20.3294 -14.8621 -26.1045 0.757754 15.543 -7.9837 27.969 30.0483 99.2113 
-7.1812 238.961 1.62539 169.159 20.6688 -15.6606 -26.0238 0.861852 16.327 -8.1637 28.058 30.3848 100.935 
-7.1779 237.616 1.80136 167.748 20.9852 -16.4486 -25.9351 0.965874 17.103 -8.3407 28.137 30.7266 102.455 
-7.1746 236.311 1.9732 166.373 21.2793 -17.2253 -25.8387 1.06989 17.87 -8.5147 28.206 31.0724 103.783 
-7.1713 235.045 2.14024 165.034 21.5524 -17.9911 -25.7365 1.17352 18.628 -8.6858 28.267 31.4233 104.918 
-7.168 233.813 2.30345 163.727 21.8058 -18.7464 -25.6262 1.27717 19.378 -8.854 28.318 31.7767 105.884 
-7.1648 232.617 2.46202 162.452 22.0412 -19.4917 -25.5099 1.38038 20.12 -9.0193 28.361 32.1339 106.688 
-7.1615 231.456 2.61641 161.211 22.2587 -20.2262 -25.3878 1.48331 20.853 -9.1818 28.396 32.4937 107.334 
-7.1575 230.106 2.79657 159.763 22.4975 -21.0933 -25.2331 1.60653 21.721 -9.3731 28.427 32.9274 107.917 
-7.1536 228.804 2.97106 158.36 22.7136 -21.9447 -25.0705 1.72926 22.576 -9.5604 28.447 33.363 108.299 
-7.1496 227.544 3.14001 156.999 22.9093 -22.7816 -24.8998 1.85142 23.419 -9.7437 28.456 33.7998 108.503 
-7.1457 226.327 3.30389 155.681 23.0851 -23.603 -24.7223 1.97316 24.249 -9.9233 28.455 34.2372 108.533 
-7.1418 225.149 3.46251 154.402 23.2433 -24.4101 -24.5376 2.09419 25.067 -10.099 28.444 34.6747 108.407 
-7.1372 223.825 3.64119 152.961 23.4067 -25.3325 -24.3138 2.23444 26.005 -10.299 28.419 35.1836 108.079 
-7.1326 222.549 3.81384 151.569 23.5491 -26.2347 -24.0811 2.37394 26.926 -10.494 28.381 35.6903 107.566 
-7.128 221.32 3.9818 150.224 23.6713 -27.1183 -23.8404 2.51337 27.831 -10.685 28.331 36.1951 106.894 
-7.1234 220.136 4.14276 148.927 23.777 -27.9809 -23.5918 2.65092 28.718 -10.87 28.269 36.6951 106.07 
-7.1181 218.833 4.32047 147.498 23.8779 -28.9439 -23.2992 2.80716 29.712 -11.076 28.185 37.2624 104.956 
-7.1128 217.583 4.49189 146.125 23.9594 -29.8818 -22.9978 2.96223 30.684 -11.276 28.087 37.8232 103.683 
-7.1076 216.38 4.65738 144.801 24.0237 -30.7953 -22.6873 3.11608 31.635 -11.47 27.975 38.3767 102.27 
-7.1023 215.222 4.81717 143.528 24.0722 -31.6838 -22.3691 3.26853 32.564 -11.658 27.85 38.922 100.722 
-7.0964 213.973 4.99112 142.151 24.1091 -32.654 -22.0028 3.43874 33.583 -11.863 27.695 39.5251 98.8411 
-7.0905 212.773 5.15896 140.829 24.1298 -33.5948 -21.6277 3.60729 34.576 -12.061 27.525 40.117 96.8336 
-7.0846 211.619 5.32012 139.558 24.1369 -34.505 -21.2437 3.7733 35.542 -12.251 27.34 40.6955 94.706 
-7.078 210.39 5.49393 138.203 24.1285 -35.4825 -20.8088 3.95637 36.585 -12.455 27.119 41.324 92.224 
-7.0714 209.21 5.66138 136.904 24.1062 -36.4232 -20.3645 4.13676 37.595 -12.65 26.881 41.9342 89.6285 
-7.0649 208.077 5.82342 135.657 24.0707 -37.3285 -19.9126 4.31492 38.573 -12.837 26.628 42.527 86.939 
-7.0576 206.881 5.99511 134.342 24.0194 -38.2847 -19.407 4.50764 39.613 -13.033 26.333 43.1586 83.8786 
-7.0504 205.732 6.16239 133.08 23.9546 -39.1989 -18.8924 4.69824 40.615 -13.22 26.02 43.767 80.7234 
-7.0432 204.628 6.32429 131.869 23.8791 -40.0712 -18.3694 4.8855 41.579 -13.397 25.69 44.3509 77.5 
-7.0353 203.47 6.49607 130.602 23.7853 -40.9765 -17.7918 5.08667 42.588 -13.58 25.313 44.961 73.8972 
-7.0274 202.357 6.66279 129.385 23.6812 -41.8347 -17.2059 5.28409 43.554 -13.752 24.918 45.5424 70.2339 
-7.0189 201.197 6.8385 128.121 23.558 -42.7098 -16.5637 5.49364 44.55 -13.926 24.471 46.1375 66.1948 
-7.0103 200.081 7.00987 126.907 23.4249 -43.5317 -15.9138 5.69909 45.497 -14.088 24.005 46.6984 62.0885 
-7.0011 198.923 7.19209 125.651 23.2697 -44.3546 -15.2061 5.91685 46.459 -14.25 23.482 47.2606 57.6193 
-6.9919 197.808 7.36867 124.445 23.107 -45.1161 -14.4922 6.1281 47.364 -14.397 22.94 47.7812 53.0936 
-6.9827 196.729 7.54306 123.283 22.9347 -45.8165 -13.7713 6.33501 48.212 -14.531 22.378 48.259 48.5257 
-6.9729 195.613 7.72569 122.084 22.7425 -46.5002 -12.9941 6.54997 49.058 -14.659 21.757 48.7238 43.5877 
-6.963 194.53 7.90683 120.926 22.5409 -47.1134 -12.2109 6.75945 49.838 -14.772 21.115 49.1373 38.6111 
-6.9525 193.411 8.09899 119.733 22.3159 -47.6925 -11.3716 6.97705 50.599 -14.877 20.41 49.5234 33.2641 
-6.942 192.322 8.28859 118.578 22.0832 -48.195 -10.5272 7.18664 51.288 -14.964 19.684 49.8521 27.8827 
-6.9315 191.26 8.47821 117.458 21.8411 -48.6208 -9.68046 7.38977 51.904 -15.035 18.939 50.1228 22.4671 
-6.9209 190.223 8.66866 116.368 21.5892 -48.9697 -8.83125 7.58644 52.447 -15.09 18.175 50.3346 17.0208 
-6.9098 189.143 8.87056 115.239 21.3131 -49.2587 -7.92801 7.78671 52.946 -15.13 17.345 50.4966 11.1996 
-6.8986 188.081 9.07369 114.136 21.0267 -49.4617 -7.02309 7.97842 53.363 -15.151 16.495 50.5909 5.34451 
-6.8874 187.036 9.27909 113.056 20.7296 -49.5794 -6.11953 8.16183 53.698 -15.154 15.628 50.618 -0.546605 
-6.8762 186.003 9.48744 111.994 20.4212 -49.6129 -5.21707 8.33689 53.952 -15.139 14.744 50.5783 -6.47405 
-6.8651 184.977 9.69994 110.947 20.1002 -49.5611 -4.31597 8.50364 54.124 -15.106 13.843 50.4702 -12.4386 
-6.8539 183.957 9.91659 109.912 19.7668 -49.4248 -3.41906 8.66141 54.214 -15.055 12.928 50.2943 -18.4461 
-6.8427 182.937 10.1382 108.884 19.4196 -49.2024 -2.5245 8.80974 54.221 -14.985 11.997 50.0486 -24.494 
-6.8316 181.917 10.3657 107.863 19.0578 -48.895 -1.63627 8.94867 54.145 -14.897 11.054 49.734 -30.5911 
-6.8204 180.889 10.6008 106.843 18.679 -48.502 -0.752481 9.07867 53.986 -14.791 10.097 49.3501 -36.7347 
-6.8092 179.852 10.8433 105.82 18.2828 -48.0221 0.124287 9.19834 53.742 -14.666 9.1284 48.8953 -42.9322 
-6.798 178.8 11.0945 104.792 17.8671 -47.4553 0.99385 9.30764 53.413 -14.522 8.1484 48.3697 -49.1847 
-6.7869 177.73 11.356 103.754 17.4294 -46.7998 1.85494 9.40649 52.997 -14.359 7.1578 47.7718 -55.4979 
-6.7764 176.702 11.6139 102.765 16.994 -46.1012 2.65644 9.49062 52.525 -14.189 6.2166 47.1429 -61.4971 
-6.7658 175.648 11.8823 101.76 16.5355 -45.3233 3.44914 9.5641 51.975 -14.001 5.2674 46.4497 -67.5551 
-6.7553 174.564 12.1646 100.735 16.0492 -44.4636 4.23137 9.62793 51.344 -13.796 4.3109 45.6904 -73.6729 
-6.7455 173.514 12.4427 99.7515 15.5657 -43.5836 4.95462 9.67847 50.679 -13.588 3.4083 44.9193 -79.4656 
-6.7356 172.428 12.7351 98.7425 15.0523 -42.63 5.66719 9.71932 49.941 -13.364 2.5006 44.0896 -85.3125 
-6.7264 171.374 13.0222 97.773 14.5433 -41.6724 6.32183 9.74815 49.185 -13.14 1.6494 43.2618 -90.8201 
-6.7172 170.277 13.3258 96.7731 14.0008 -40.6479 6.96514 9.76841 48.362 -12.902 0.79499 42.3814 -96.3748 
-6.7087 169.213 13.6236 95.8127 13.4637 -39.6358 7.55166 9.779 47.537 -12.668 -0.00065622 41.5169 -101.571 
-6.7001 168.102 13.936 94.8182 12.8936 -38.5652 8.12586 9.77975 46.653 -12.42 -0.79627 40.6072 -106.808 
-6.6922 167.03 14.2406 93.8687 12.3331 -37.524 8.64232 9.77264 45.783 -12.18 -1.5286 39.7271 -111.665 
-6.6843 165.909 14.5627 92.8848 11.7358 -36.4301 9.14447 9.75763 44.859 -11.929 -2.2581 38.807 -116.545 
-6.6765 164.731 14.9022 91.8608 11.099 -35.2845 9.63215 9.73354 43.882 -11.666 -2.9841 37.8486 -121.449 
-6.6692 163.594 15.2295 90.8815 10.4768 -34.1862 10.0654 9.70214 42.937 -11.413 -3.6458 36.9343 -125.945 
-6.662 162.396 15.5776 89.8601 9.81015 -33.0417 10.4839 9.66404 41.944 -11.151 -4.3031 35.9869 -130.436 
-6.6554 161.246 15.9104 88.8889 9.16395 -31.9612 10.8516 9.62147 41 -10.903 -4.8962 35.0977 -134.499 
-6.6489 160.031 16.2622 87.8722 8.47306 -30.8403 11.2058 9.57172 40.014 -10.646 -5.4845 34.1806 -138.538 
-6.6429 158.875 16.5962 86.9136 7.80903 -29.7974 11.5127 9.52065 39.091 -10.407 -6.0093 33.3327 -142.128 
-6.637 157.652 16.9498 85.9093 7.09875 -28.7201 11.807 9.46391 38.132 -10.161 -6.5291 32.4625 -145.66 
-6.6311 156.354 17.3206 84.8522 6.34068 -27.6093 12.0887 9.39943 37.138 -9.9061 -7.0432 31.5715 -149.129 
-6.6259 155.129 17.6689 83.8638 5.61921 -26.5921 12.3275 9.33668 36.223 -9.6731 -7.495 30.7617 -152.121 
-6.6206 153.829 18.0346 82.8241 4.84952 -25.5475 12.555 9.26809 35.279 -9.4335 -7.9413 29.9366 -155.01 
-6.6153 152.445 18.4191 81.727 4.02594 -24.4746 12.7704 9.19348 34.305 -9.1872 -8.3815 29.0965 -157.779 
-6.6107 151.158 18.7726 80.7143 3.25562 -23.5116 12.9483 9.12317 33.427 -8.9661 -8.7613 28.3493 -160.071 
-6.6061 149.79 19.1423 79.6471 2.43469 -22.5261 13.1159 9.04783 32.525 -8.7396 -9.1355 27.5919 -162.203 
-6.6015 148.332 19.5305 78.5185 1.55623 -21.5163 13.2724 8.96744 31.597 -8.5076 -9.5038 26.8239 -164.161 
-6.5976 147.004 19.8761 77.498 0.755825 -20.6335 13.3975 8.89406 30.783 -8.3042 -9.8141 26.1599 -165.664 
-6.5937 145.595 20.2364 76.4227 -0.0952927 -19.7323 13.5134 8.81661 29.949 -8.0966 -10.119 25.4894 -166.971 
-6.5897 144.096 20.6103 75.2855 -1.00108 -18.8134 13.6206 8.73496 29.096 -7.8846 -10.419 24.8146 -168.05 
-6.5858 142.5 20.9983 74.0826 -1.96573 -17.8764 13.7169 8.64868 28.223 -7.6682 -10.712 24.1354 -168.866 
-6.5825 141.085 21.3325 73.0219 -2.82007 -17.0811 13.79 8.57344 27.48 -7.4844 -10.952 23.5676 -169.299 
-6.5792 139.587 21.6767 71.9041 -3.72382 -16.2722 13.8552 8.49478 26.722 -7.2973 -11.187 22.9981 -169.475 
-6.5759 138.001 22.0284 70.7266 -4.6773 -15.4518 13.9121 8.41245 25.951 -7.107 -11.416 22.4293 -169.378 
-6.5726 136.312 22.3894 69.4768 -5.69054 -14.6165 13.9618 8.3269 25.164 -6.9133 -11.641 21.8611 -168.935 
-6.5693 134.519 22.7561 68.1541 -6.76168 -13.7689 14.002 8.23722 24.363 -6.7161 -11.859 21.2953 -168.118 
-6.5667 133 23.0538 67.0361 -7.66583 -13.0808 14.0276 8.1628 23.711 -6.5559 -12.029 20.845 -167.149 
-6.5641 131.398 23.3539 65.8597 -8.61434 -12.3837 14.0473 8.08585 23.049 -6.3934 -12.195 20.3977 -165.874 
-6.5614 129.71 23.6558 64.6204 -9.61018 -11.677 14.06 8.0061 22.376 -6.2285 -12.356 19.9533 -164.244 
-6.5588 127.929 23.9561 63.3127 -10.6537 -10.9622 14.0671 7.92386 21.694 -6.0614 -12.513 19.5152 -162.237 
-6.5562 126.049 24.2541 61.9317 -11.7483 -10.238 14.0662 7.8385 21.001 -5.8918 -12.664 19.0818 -159.799 
-6.5536 124.063 24.5459 60.4693 -12.8951 -9.50498 14.0585 7.75019 20.298 -5.7197 -12.81 18.6561 -156.891 
-6.5509 121.963 24.8287 58.9182 -14.0964 -8.76324 14.044 7.65902 19.585 -5.5452 -12.951 18.2398 -153.456 
-6.549 120.31 25.0333 57.6915 -15.0347 -8.20064 14.0281 7.58865 19.043 -5.4127 -13.053 17.9339 -150.5 
-6.547 118.585 25.2301 56.4064 -16.0065 -7.63206 14.0069 7.51634 18.494 -5.2787 -13.151 17.6334 -147.196 
-6.545 116.791 25.4153 55.0618 -17.008 -7.05944 13.981 7.44206 17.94 -5.1433 -13.245 17.3403 -143.532 
-6.543 114.917 25.5883 53.6482 -18.0442 -6.48061 13.9507 7.36617 17.379 -5.0065 -13.336 17.0552 -139.45 
-6.5411 112.968 25.744 52.1658 -19.1091 -5.89772 13.9156 7.28811 16.813 -4.8681 -13.423 16.7793 -134.96 
-6.5391 110.94 25.8827 50.6084 -20.2061 -5.30909 13.8744 7.20788 16.24 -4.7282 -13.505 16.5118 -130.026 
-6.5371 108.83 25.9999 48.9707 -21.3325 -4.71546 13.8281 7.12574 15.661 -4.5869 -13.583 16.2551 -124.615 
-6.5352 106.634 26.0926 47.2447 -22.4887 -4.11583 13.7766 7.04156 15.075 -4.444 -13.657 16.0099 -118.696 
-6.5332 104.36 26.1562 45.4313 -23.6667 -3.51239 13.7194 6.95508 14.484 -4.2996 -13.726 15.7776 -112.287 
-6.5312 102.004 26.1893 43.5218 -24.868 -2.90343 13.6551 6.86609 13.886 -4.1536 -13.789 15.5574 -105.342 
-6.5299 100.387 26.1915 42.1916 -25.6794 -2.49462 13.6096 6.80577 13.484 -4.0555 -13.829 15.4196 -100.403 
-6.5286 98.735 26.1771 40.815 -26.4975 -2.08354 13.5607 6.74417 13.079 -3.9566 -13.866 15.2878 -95.2235 
-6.5273 97.0469 26.1445 39.3885 -27.3212 -1.66996 13.5093 6.68161 12.671 -3.857 -13.901 15.1635 -89.7869 
-6.526 95.3293 26.0929 37.9154 -28.1465 -1.25509 13.4546 6.6179 12.261 -3.7568 -13.933 15.0465 -84.1223 
-6.5246 93.5779 26.021 36.3894 -28.9737 -0.837714 13.3974 6.55323 11.848 -3.6559 -13.963 14.9378 -78.2031 
-6.5233 91.7954 25.928 34.8103 -29.8004 -0.418064 13.3368 6.48728 11.432 -3.5542 -13.99 14.8368 -72.0361 
-6.522 89.9876 25.8131 33.1805 -30.6224 0.00287572 13.273 6.42018 11.014 -3.4519 -14.014 14.7442 -65.6476 
-6.5207 88.1511 25.6748 31.4941 -31.4393 0.426317 13.2067 6.35212 10.593 -3.3489 -14.036 14.6611 -59.0136 
-6.5194 86.2899 25.5136 29.7525 -32.2486 0.851798 13.136 6.28255 10.169 -3.2451 -14.054 14.586 -52.153 
-6.5181 84.4071 25.3276 27.9552 -33.0461 1.27919 13.0629 6.21208 9.7426 -3.1407 -14.07 14.5212 -45.0778 
-6.5168 82.5063 25.1179 26.1037 -33.8295 1.70812 12.9855 6.14025 9.3137 -3.0357 -14.082 14.4653 -37.8071 
-6.5154 80.5889 24.8827 24.196 -34.5954 2.13893 12.9048 6.06712 8.8822 -2.9299 -14.091 14.4194 -30.3425 
-6.5141 78.6588 24.6223 22.2341 -35.3406 2.57143 12.8208 5.99286 8.4483 -2.8235 -14.097 14.384 -22.707 
-6.5128 76.719 24.3372 20.2192 -36.0622 3.00537 12.7325 5.91714 8.012 -2.7164 -14.099 14.3583 -14.9168 
-6.5115 74.7724 24.0267 18.152 -36.7566 3.44099 12.6409 5.8402 7.5733 -2.6086 -14.098 14.3437 -6.98914 
-6.5102 72.8224 23.6923 16.0355 -37.4213 3.87796 12.5451 5.76189 7.1323 -2.5002 -14.093 14.3393 1.05377 
-6.5089 70.8733 23.3336 13.8728 -38.0523 4.31631 12.446 5.68243 6.6892 -2.3912 -14.085 14.3465 9.1858 
-6.5076 68.9272 22.9517 11.6664 -38.6472 4.75592 12.3427 5.6015 6.2439 -2.2815 -14.073 14.3645 17.3888 
-6.5062 66.9881 22.5482 9.42106 -39.2038 5.19657 12.2353 5.51929 5.7966 -2.1713 -14.057 14.3934 25.634 
-6.5049 65.059 22.1233 7.14076 -39.7188 5.63819 12.1237 5.43558 5.3474 -2.0604 -14.037 14.4333 33.8982 
-6.5036 63.1427 21.6789 4.83053 -40.1908 6.08075 12.008 5.35058 4.8963 -1.949 -14.013 14.4843 42.1564 
-6.5023 61.2426 21.2159 2.49602 -40.6174 6.52407 11.8882 5.26417 4.4435 -1.837 -13.985 14.5466 50.3816 
-6.501 59.3619 20.7361 0.143787 -40.9971 6.96795 11.7643 5.17645 3.9892 -1.7245 -13.953 14.6201 58.5424 
-6.4997 57.5011 20.2413 357.778 -41.3302 7.41225 11.6354 5.08717 3.5333 -1.6115 -13.916 14.7039 66.6261 
-6.4984 55.6649 19.7327 355.407 -41.6144 7.85682 11.5025 4.99656 3.0762 -1.498 -13.875 14.7988 74.6001 
-6.4977 54.7566 19.4739 354.222 -41.7383 8.07919 11.4346 4.95078 2.8472 -1.4411 -13.853 14.8504 78.5363 
-6.497 53.8536 19.2122 353.036 -41.8506 8.30141 11.3647 4.90437 2.6179 -1.384 -13.829 14.9038 82.4475 
-6.4964 52.9594 18.948 351.854 -41.9501 8.52382 11.2948 4.85797 2.3884 -1.3269 -13.805 14.9609 86.3065 
-6.4957 52.0708 18.6814 350.672 -42.0382 8.74607 11.223 4.81092 2.1586 -1.2696 -13.779 15.0198 90.134 
-6.4951 51.1913 18.4127 349.497 -42.1137 8.96851 11.1511 4.7639 1.9286 -1.2123 -13.753 15.0823 93.9072 
-6.4944 50.318 18.1423 348.323 -42.1782 9.19069 11.0773 4.71632 1.6984 -1.1549 -13.725 15.1466 97.6419 
-6.4938 49.4512 17.8699 347.154 -42.2311 9.41251 11.0017 4.66808 1.4681 -1.0973 -13.695 15.2126 101.337 
-6.4931 48.5937 17.5961 345.991 -42.2722 9.63462 10.9259 4.61987 1.2375 -1.0397 -13.665 15.2822 104.975 
-6.4924 47.745 17.321 344.836 -42.3017 9.85649 10.8492 4.57136 1.0069 -0.98203 -13.634 15.3543 108.553 
-6.4918 46.9028 17.0449 343.686 -42.3206 10.078 10.7707 4.52229 0.77618 -0.92426 -13.601 15.4281 112.087 
-6.4911 46.0691 16.7678 342.544 -42.3285 10.2994 10.6911 4.47291 0.54537 -0.86641 -13.567 15.5044 115.56 
-6.4905 45.2441 16.49 341.41 -42.3256 10.5207 10.6107 4.42325 0.31449 -0.8085 -13.532 15.5832 118.977 
-6.4898 44.4279 16.2117 340.286 -42.3122 10.7417 10.5293 4.37331 0.08358 -0.75053 -13.496 15.6645 122.334 
-6.4892 43.6205 15.933 339.172 -42.2885 10.9625 10.4469 4.32306 -0.14734 -0.69249 -13.459 15.7481 125.627 
-6.4885 42.8202 15.6541 338.066 -42.2553 11.1828 10.3627 4.27229 -0.37825 -0.6344 -13.42 15.8333 128.864 
-6.4878 42.0288 15.3753 336.971 -42.2125 11.4029 10.2776 4.22125 -0.60912 -0.57627 -13.38 15.9208 132.033 
-6.4872 41.2465 15.0966 335.888 -42.1602 11.6227 10.1915 4.16993 -0.83993 -0.51809 -13.339 16.0107 135.138 
-6.4865 40.4731 14.8182 334.816 -42.0987 11.8422 10.1046 4.11833 -1.0707 -0.45987 -13.297 16.1028 138.182 
-6.4859 39.707 14.5403 333.754 -42.0289 12.061 10.0157 4.06623 -1.3013 -0.40162 -13.253 16.1962 141.159 
-6.4852 38.9501 14.263 332.704 -41.9505 12.2795 9.92604 4.01385 -1.5317 -0.34334 -13.208 16.2918 144.07 
-6.4846 38.202 13.9864 331.668 -41.8641 12.4977 9.8354 3.96122 -1.7621 -0.28504 -13.162 16.3896 146.918 
-6.4839 37.4633 13.7108 330.645 -41.7696 12.7154 9.7439 3.90832 -1.9922 -0.22672 -13.115 16.4894 149.687 
-6.4832 36.7315 13.436 329.632 -41.668 12.9324 9.65056 3.85493 -2.2221 -0.16839 -13.066 16.5904 152.401 
-6.4826 36.0109 13.1626 328.636 -41.5588 13.1492 9.55728 3.80152 -2.4518 -0.11005 -13.017 16.6941 155.031 
-6.4819 35.2973 12.8904 327.651 -41.443 13.3653 9.4622 3.74763 -2.6812 -0.051715 -12.966 16.799 157.605 
-6.4813 34.5925 12.6194 326.68 -41.3206 13.5809 9.36621 3.6935 -2.9104 0.0066182 -12.914 16.9059 160.109 
-6.4806 33.897 12.3501 325.723 -41.192 13.7959 9.26939 3.63911 -3.1392 0.064942 -12.861 17.0144 162.537 
-6.48 33.208 12.082 324.778 -41.0575 14.0101 9.17076 3.58426 -3.3677 0.12325 -12.806 17.1241 164.912 
-6.4793 32.5279 11.8156 323.847 -40.9174 14.2237 9.07128 3.52917 -3.5958 0.18154 -12.75 17.2354 167.213 
-6.4786 31.8565 11.551 322.93 -40.7719 14.4368 8.97092 3.47385 -3.8236 0.2398 -12.693 17.3484 169.442 
-6.478 31.1937 11.2882 322.027 -40.6213 14.6493 8.86973 3.41831 -4.051 0.29803 -12.635 17.4631 171.612 
-6.4773 30.5398 11.0274 321.139 -40.4659 14.861 8.76771 3.36252 -4.2779 0.35623 -12.576 17.5792 173.701 
-6.4767 29.8919 10.7682 320.262 -40.3061 15.0719 8.6639 3.3063 -4.5044 0.41438 -12.515 17.6962 175.745 
-6.476 29.2549 10.5114 319.402 -40.142 15.2823 8.5602 3.25009 -4.7304 0.47248 -12.454 17.8154 177.705 
-6.4754 28.6239 10.2564 318.553 -39.974 15.4917 8.45475 3.19343 -4.9559 0.53054 -12.391 17.9353 179.612 
-6.4747 28.0012 10.0035 317.718 -39.8022 15.7004 8.34846 3.13657 -5.1809 0.58853 -12.327 18.0565 181.455 
-6.474 27.3865 9.75278 316.897 -39.627 15.9084 8.24135 3.07949 -5.4054 0.64647 -12.262 18.1791 183.228 
-6.4734 26.7799 9.50431 316.09 -39.4486 16.1155 8.13343 3.02221 -5.6293 0.70434 -12.196 18.3029 184.944 
-6.4727 26.1789 9.25774 315.293 -39.267 16.3216 8.02377 2.9645 -5.8526 0.76213 -12.128 18.4273 186.602 
-6.4721 25.5879 9.01382 314.513 -39.0828 16.5272 7.91422 2.90683 -6.0754 0.81985 -12.06 18.5535 188.198 
-6.4714 25.0024 8.77184 313.743 -38.8959 16.7316 7.80295 2.84873 -6.2975 0.87749 -11.99 18.6802 189.739 
-6.4708 24.4244 8.53219 312.986 -38.7067 16.9352 7.69087 2.79044 -6.519 0.93504 -11.919 18.8079 191.215 
-6.4701 23.8563 8.29534 312.245 -38.5155 17.1382 7.57895 2.73219 -6.7398 0.9925 -11.848 18.9373 192.626 
-6.4694 23.293 8.06032 311.513 -38.322 17.34 7.46529 2.67351 -6.96 1.0499 -11.775 19.0671 193.994 
-6.4688 22.7371 7.828 310.794 -38.127 17.5409 7.35085 2.61473 -7.1794 1.1071 -11.701 19.1977 195.309 
-6.4681 22.1881 7.59774 310.087 -37.9301 17.7409 7.23562 2.55568 -7.3982 1.1643 -11.626 19.3294 196.568 
-6.4675 21.646 7.36986 309.392 -37.7318 17.94 7.11961 2.49645 -7.6163 1.2214 -11.55 19.4618 197.77 
